"cs1_townid","City_Name"
"1FF7BDA1-4377-E711-8107-00505697537D",משגב
C110925E-418F-E811-8A51-00505697537D,כפר אדומים
A665C9C3-93B6-E811-8A51-00505697537D,נצרת
"7D39AB07-3215-EC11-A8D9-00505697537D",נוף הגליל
D37F1A51-D572-E811-B9FF-00505697537D,קיבוץ גניגר
FC0AF71A-2096-E711-BFC0-00505697537D,כפר עארה
"14455D91-4318-E711-BF8D-0050569937A8",ברוכין
AFEEE6A8-C870-E011-A41E-005056BD3748,אבו ג'ווייעד (שבט)
B1EEE6A8-C870-E011-A41E-005056BD3748,אבו גוש
B3EEE6A8-C870-E011-A41E-005056BD3748,אבו סנאן
B5EEE6A8-C870-E011-A41E-005056BD3748,אבו סריחאן (שבט)
B7EEE6A8-C870-E011-A41E-005056BD3748,אבו עבדון (שבט)
B9EEE6A8-C870-E011-A41E-005056BD3748,אבו עמאר (שבט)
BBEEE6A8-C870-E011-A41E-005056BD3748,אבו עמרה )שבט)
BDEEE6A8-C870-E011-A41E-005056BD3748,אבו קורינאת (שבט)
BFEEE6A8-C870-E011-A41E-005056BD3748,אבו קרינאת )יישוב)
C1EEE6A8-C870-E011-A41E-005056BD3748,אבו רובייעה (שבט)
C3EEE6A8-C870-E011-A41E-005056BD3748,אבו רוקייק (שבט)
C5EEE6A8-C870-E011-A41E-005056BD3748,אבטין
C7EEE6A8-C870-E011-A41E-005056BD3748,אבטליון
C9EEE6A8-C870-E011-A41E-005056BD3748,אביאל
CBEEE6A8-C870-E011-A41E-005056BD3748,אביבים
CDEEE6A8-C870-E011-A41E-005056BD3748,אביגדור
CFEEE6A8-C870-E011-A41E-005056BD3748,אביחיל
D1EEE6A8-C870-E011-A41E-005056BD3748,אביטל
D3EEE6A8-C870-E011-A41E-005056BD3748,אביעזר
D5EEE6A8-C870-E011-A41E-005056BD3748,אבירים
D7EEE6A8-C870-E011-A41E-005056BD3748,רעננה
D9EEE6A8-C870-E011-A41E-005056BD3748,אבן מנחם
DBEEE6A8-C870-E011-A41E-005056BD3748,אבן ספיר
DDEEE6A8-C870-E011-A41E-005056BD3748,אבן שמואל
DFEEE6A8-C870-E011-A41E-005056BD3748,אבני איתן
E1EEE6A8-C870-E011-A41E-005056BD3748,אבני חפץ
E3EEE6A8-C870-E011-A41E-005056BD3748,אבנת
E5EEE6A8-C870-E011-A41E-005056BD3748,אבשלום
E7EEE6A8-C870-E011-A41E-005056BD3748,אדורה
E9EEE6A8-C870-E011-A41E-005056BD3748,אדירים
EBEEE6A8-C870-E011-A41E-005056BD3748,אדמית
EDEEE6A8-C870-E011-A41E-005056BD3748,אדרת
EFEEE6A8-C870-E011-A41E-005056BD3748,אודים
F1EEE6A8-C870-E011-A41E-005056BD3748,אודם
F3EEE6A8-C870-E011-A41E-005056BD3748,אוהד
F5EEE6A8-C870-E011-A41E-005056BD3748,אום אל-פחם
F7EEE6A8-C870-E011-A41E-005056BD3748,אום אל-קוטוף
F9EEE6A8-C870-E011-A41E-005056BD3748,אום בטין
FBEEE6A8-C870-E011-A41E-005056BD3748,אומן
FDEEE6A8-C870-E011-A41E-005056BD3748,אומץ
FFEEE6A8-C870-E011-A41E-005056BD3748,אופקים
"01EFE6A8-C870-E011-A41E-005056BD3748",אור הגנוז
"03EFE6A8-C870-E011-A41E-005056BD3748",אור הנר
"05EFE6A8-C870-E011-A41E-005056BD3748",אור יהודה
"07EFE6A8-C870-E011-A41E-005056BD3748",אור עקיבא
"09EFE6A8-C870-E011-A41E-005056BD3748",אורה
"0BEFE6A8-C870-E011-A41E-005056BD3748",אורות
"0DEFE6A8-C870-E011-A41E-005056BD3748",אורטל
"0FEFE6A8-C870-E011-A41E-005056BD3748",אורים
"11EFE6A8-C870-E011-A41E-005056BD3748",אורנים
"13EFE6A8-C870-E011-A41E-005056BD3748",אורנית
"15EFE6A8-C870-E011-A41E-005056BD3748",אושה
"17EFE6A8-C870-E011-A41E-005056BD3748",אזור
"19EFE6A8-C870-E011-A41E-005056BD3748",אחווה
"1BEFE6A8-C870-E011-A41E-005056BD3748",אחוזם
"1DEFE6A8-C870-E011-A41E-005056BD3748",אחוזת ברק
"1FEFE6A8-C870-E011-A41E-005056BD3748",אחיהוד
"21EFE6A8-C870-E011-A41E-005056BD3748",אחיטוב
"23EFE6A8-C870-E011-A41E-005056BD3748",אחיסמך
"25EFE6A8-C870-E011-A41E-005056BD3748",אחיעזר
"27EFE6A8-C870-E011-A41E-005056BD3748",אטרש (שבט)
"29EFE6A8-C870-E011-A41E-005056BD3748",איבים
"2BEFE6A8-C870-E011-A41E-005056BD3748",אייל
"2DEFE6A8-C870-E011-A41E-005056BD3748",איילת השחר
"2FEFE6A8-C870-E011-A41E-005056BD3748",אילון
"31EFE6A8-C870-E011-A41E-005056BD3748",אילות
"33EFE6A8-C870-E011-A41E-005056BD3748",אילניה
"35EFE6A8-C870-E011-A41E-005056BD3748",אילת
"37EFE6A8-C870-E011-A41E-005056BD3748",איתמר
"39EFE6A8-C870-E011-A41E-005056BD3748",איתן
"3BEFE6A8-C870-E011-A41E-005056BD3748",איתנים
"3DEFE6A8-C870-E011-A41E-005056BD3748",אכסאל
"3FEFE6A8-C870-E011-A41E-005056BD3748",אל סייד
"41EFE6A8-C870-E011-A41E-005056BD3748",אלומה
"43EFE6A8-C870-E011-A41E-005056BD3748",אלומות
"45EFE6A8-C870-E011-A41E-005056BD3748",אלון הגליל
"47EFE6A8-C870-E011-A41E-005056BD3748",אלון מורה
"49EFE6A8-C870-E011-A41E-005056BD3748",אלון שבות
"4BEFE6A8-C870-E011-A41E-005056BD3748",אלוני אבא
"4DEFE6A8-C870-E011-A41E-005056BD3748",אלוני הבשן
"4FEFE6A8-C870-E011-A41E-005056BD3748",אלוני יצחק
"51EFE6A8-C870-E011-A41E-005056BD3748",אלונים
"53EFE6A8-C870-E011-A41E-005056BD3748",אלי סיני
"55EFE6A8-C870-E011-A41E-005056BD3748",אליכין
"57EFE6A8-C870-E011-A41E-005056BD3748",אלי-עד
"59EFE6A8-C870-E011-A41E-005056BD3748",אליפז
"5BEFE6A8-C870-E011-A41E-005056BD3748",אליפלט
"5DEFE6A8-C870-E011-A41E-005056BD3748",אליקים
"5FEFE6A8-C870-E011-A41E-005056BD3748",אלישיב
"61EFE6A8-C870-E011-A41E-005056BD3748",אלישמע
"63EFE6A8-C870-E011-A41E-005056BD3748",אלמגור
"65EFE6A8-C870-E011-A41E-005056BD3748",אלמוג
"67EFE6A8-C870-E011-A41E-005056BD3748",אלעד
"69EFE6A8-C870-E011-A41E-005056BD3748",אל-עזי
"6BEFE6A8-C870-E011-A41E-005056BD3748",אלעזר
"6DEFE6A8-C870-E011-A41E-005056BD3748",אל-עריאן
"6FEFE6A8-C870-E011-A41E-005056BD3748",אלפי מנשה
"71EFE6A8-C870-E011-A41E-005056BD3748",אלקוש
"73EFE6A8-C870-E011-A41E-005056BD3748",אלקנה
"75EFE6A8-C870-E011-A41E-005056BD3748",אל-רום
"77EFE6A8-C870-E011-A41E-005056BD3748",אמונים
"79EFE6A8-C870-E011-A41E-005056BD3748",אמירים
"7BEFE6A8-C870-E011-A41E-005056BD3748",אמנון
"7DEFE6A8-C870-E011-A41E-005056BD3748",אמציה
"7FEFE6A8-C870-E011-A41E-005056BD3748",אניעם
"81EFE6A8-C870-E011-A41E-005056BD3748",אסד (שבט)
"83EFE6A8-C870-E011-A41E-005056BD3748",אספר
"85EFE6A8-C870-E011-A41E-005056BD3748",אעבלין
"87EFE6A8-C870-E011-A41E-005056BD3748",אעצם (שבט)
"89EFE6A8-C870-E011-A41E-005056BD3748",אפיניש (שבט)
"8BEFE6A8-C870-E011-A41E-005056BD3748",אפיק
"8DEFE6A8-C870-E011-A41E-005056BD3748",אפיקים
"8FEFE6A8-C870-E011-A41E-005056BD3748",אפעל-מרכז סמינריוני
"91EFE6A8-C870-E011-A41E-005056BD3748",אפק
"93EFE6A8-C870-E011-A41E-005056BD3748",אפרתה
"95EFE6A8-C870-E011-A41E-005056BD3748",ארבל
"97EFE6A8-C870-E011-A41E-005056BD3748",ארגמן
"99EFE6A8-C870-E011-A41E-005056BD3748",ארז
"9BEFE6A8-C870-E011-A41E-005056BD3748",אריאל
"9DEFE6A8-C870-E011-A41E-005056BD3748",ארסוף
"9FEFE6A8-C870-E011-A41E-005056BD3748",אשבול
A1EFE6A8-C870-E011-A41E-005056BD3748,אשבל
A3EFE6A8-C870-E011-A41E-005056BD3748,אשדוד
A5EFE6A8-C870-E011-A41E-005056BD3748,אשדות יעקב (איחוד)
A7EFE6A8-C870-E011-A41E-005056BD3748,אשדות יעקב (מאוחד)
A9EFE6A8-C870-E011-A41E-005056BD3748,אשחר
ABEFE6A8-C870-E011-A41E-005056BD3748,אשכולות
ADEFE6A8-C870-E011-A41E-005056BD3748,אשל הנשיא
AFEFE6A8-C870-E011-A41E-005056BD3748,אשלים
B1EFE6A8-C870-E011-A41E-005056BD3748,אשקלון
B3EFE6A8-C870-E011-A41E-005056BD3748,אשרת
B5EFE6A8-C870-E011-A41E-005056BD3748,אשתאול
B7EFE6A8-C870-E011-A41E-005056BD3748,אתגר
B9EFE6A8-C870-E011-A41E-005056BD3748,באקה
BBEFE6A8-C870-E011-A41E-005056BD3748,באר אורה
BDEFE6A8-C870-E011-A41E-005056BD3748,באר טוביה
BFEFE6A8-C870-E011-A41E-005056BD3748,באר יעקב
C1EFE6A8-C870-E011-A41E-005056BD3748,באר מילכה
C3EFE6A8-C870-E011-A41E-005056BD3748,באר שבע
C5EFE6A8-C870-E011-A41E-005056BD3748,בארות יצחק
C7EFE6A8-C870-E011-A41E-005056BD3748,בארותיים
C9EFE6A8-C870-E011-A41E-005056BD3748,בארי
CBEFE6A8-C870-E011-A41E-005056BD3748,בדולח
CDEFE6A8-C870-E011-A41E-005056BD3748,בוסתן הגליל
CFEFE6A8-C870-E011-A41E-005056BD3748,בועיינה-נוג'ידאת
D1EFE6A8-C870-E011-A41E-005056BD3748,בוקעאתא
D3EFE6A8-C870-E011-A41E-005056BD3748,בורגתה
D5EFE6A8-C870-E011-A41E-005056BD3748,בחן
D7EFE6A8-C870-E011-A41E-005056BD3748,בטחה
D9EFE6A8-C870-E011-A41E-005056BD3748,ביצרון
DBEFE6A8-C870-E011-A41E-005056BD3748,ביר אל-מכסור
DDEFE6A8-C870-E011-A41E-005056BD3748,ביר הדאג'
DFEFE6A8-C870-E011-A41E-005056BD3748,ביריה
E1EFE6A8-C870-E011-A41E-005056BD3748,בית אורן
E3EFE6A8-C870-E011-A41E-005056BD3748,בית אל
E5EFE6A8-C870-E011-A41E-005056BD3748,בית אלעזרי
E7EFE6A8-C870-E011-A41E-005056BD3748,בית אלפא
E9EFE6A8-C870-E011-A41E-005056BD3748,בית אריה
EBEFE6A8-C870-E011-A41E-005056BD3748,בית ברל
EDEFE6A8-C870-E011-A41E-005056BD3748,בית גוברין
EFEFE6A8-C870-E011-A41E-005056BD3748,בית גמליאל
F1EFE6A8-C870-E011-A41E-005056BD3748,בית ג'ן
F3EFE6A8-C870-E011-A41E-005056BD3748,בית דגן
F5EFE6A8-C870-E011-A41E-005056BD3748,בית הגדי
F7EFE6A8-C870-E011-A41E-005056BD3748,בית הלוי
F9EFE6A8-C870-E011-A41E-005056BD3748,בית הלל
FBEFE6A8-C870-E011-A41E-005056BD3748,בית העמק
FDEFE6A8-C870-E011-A41E-005056BD3748,בית הערבה
FFEFE6A8-C870-E011-A41E-005056BD3748,בית השיטה
"01F0E6A8-C870-E011-A41E-005056BD3748",בית זיד
"03F0E6A8-C870-E011-A41E-005056BD3748",בית זית
"05F0E6A8-C870-E011-A41E-005056BD3748",בית זרע
"07F0E6A8-C870-E011-A41E-005056BD3748",בית חורון
"09F0E6A8-C870-E011-A41E-005056BD3748",בית חירות
"0BF0E6A8-C870-E011-A41E-005056BD3748",בית חלקיה
"0DF0E6A8-C870-E011-A41E-005056BD3748",בית חנן
"0FF0E6A8-C870-E011-A41E-005056BD3748",בית חנניה
"11F0E6A8-C870-E011-A41E-005056BD3748",בית חשמונאי
"13F0E6A8-C870-E011-A41E-005056BD3748",בית יהושע
"15F0E6A8-C870-E011-A41E-005056BD3748",בית יוסף
"17F0E6A8-C870-E011-A41E-005056BD3748",בית ינאי
"19F0E6A8-C870-E011-A41E-005056BD3748",בית יצחק-שער חפר
"1BF0E6A8-C870-E011-A41E-005056BD3748",בית לחם הגלילית
"1DF0E6A8-C870-E011-A41E-005056BD3748",בית מאיר
"1FF0E6A8-C870-E011-A41E-005056BD3748",בית נחמיה
"21F0E6A8-C870-E011-A41E-005056BD3748",בית ניר
"23F0E6A8-C870-E011-A41E-005056BD3748",בית נקופה
"25F0E6A8-C870-E011-A41E-005056BD3748",בית עובד
"27F0E6A8-C870-E011-A41E-005056BD3748",בית עוזיאל
"29F0E6A8-C870-E011-A41E-005056BD3748",בית עזרא
"2BF0E6A8-C870-E011-A41E-005056BD3748",בית עריף
"2DF0E6A8-C870-E011-A41E-005056BD3748",בית צבי
"2FF0E6A8-C870-E011-A41E-005056BD3748",בית קמה
"31F0E6A8-C870-E011-A41E-005056BD3748",בית קשת
"33F0E6A8-C870-E011-A41E-005056BD3748",בית רבן
"35F0E6A8-C870-E011-A41E-005056BD3748",בית רימון
"37F0E6A8-C870-E011-A41E-005056BD3748",בית שאן
"39F0E6A8-C870-E011-A41E-005056BD3748",בית שמש
"3BF0E6A8-C870-E011-A41E-005056BD3748",בית שערים
"3DF0E6A8-C870-E011-A41E-005056BD3748",בית שקמה
"3FF0E6A8-C870-E011-A41E-005056BD3748",ביתן אהרן
"41F0E6A8-C870-E011-A41E-005056BD3748",ביתר עילית
"43F0E6A8-C870-E011-A41E-005056BD3748",בלפוריה
"45F0E6A8-C870-E011-A41E-005056BD3748",בן זכאי
"47F0E6A8-C870-E011-A41E-005056BD3748",בן עמי
"49F0E6A8-C870-E011-A41E-005056BD3748",בן שמן (כפר נוער)
"4BF0E6A8-C870-E011-A41E-005056BD3748",בן שמן (מושב)
"4DF0E6A8-C870-E011-A41E-005056BD3748",בני ברק
"4FF0E6A8-C870-E011-A41E-005056BD3748",בני דרום
"51F0E6A8-C870-E011-A41E-005056BD3748",בני דרור
"53F0E6A8-C870-E011-A41E-005056BD3748",בני יהודה
"55F0E6A8-C870-E011-A41E-005056BD3748",בני עטרות
"57F0E6A8-C870-E011-A41E-005056BD3748","בני עי""ש"
"59F0E6A8-C870-E011-A41E-005056BD3748",בני עצמון
"5BF0E6A8-C870-E011-A41E-005056BD3748",בני ציון
"5DF0E6A8-C870-E011-A41E-005056BD3748",בני ראם
"5FF0E6A8-C870-E011-A41E-005056BD3748",בניה
"61F0E6A8-C870-E011-A41E-005056BD3748",בנימינה-גבעת עדה
"63F0E6A8-C870-E011-A41E-005056BD3748","בסמ""ה"
"65F0E6A8-C870-E011-A41E-005056BD3748",בסמת טבעון
"67F0E6A8-C870-E011-A41E-005056BD3748",בצרה
"69F0E6A8-C870-E011-A41E-005056BD3748",בצת
"6BF0E6A8-C870-E011-A41E-005056BD3748",בקוע
"6DF0E6A8-C870-E011-A41E-005056BD3748",בקעות
"6FF0E6A8-C870-E011-A41E-005056BD3748",בר גיורא
"71F0E6A8-C870-E011-A41E-005056BD3748",בר יוחאי
"73F0E6A8-C870-E011-A41E-005056BD3748",ברור חיל
"75F0E6A8-C870-E011-A41E-005056BD3748",ברוש
"77F0E6A8-C870-E011-A41E-005056BD3748",ברכה
"79F0E6A8-C870-E011-A41E-005056BD3748",ברכיה
"7BF0E6A8-C870-E011-A41E-005056BD3748",ברעם
"7DF0E6A8-C870-E011-A41E-005056BD3748",ברק
"7FF0E6A8-C870-E011-A41E-005056BD3748",ברקאי
"81F0E6A8-C870-E011-A41E-005056BD3748",ברקן
"83F0E6A8-C870-E011-A41E-005056BD3748",ברקת
"85F0E6A8-C870-E011-A41E-005056BD3748",בת הדר
"87F0E6A8-C870-E011-A41E-005056BD3748",בת חן
"89F0E6A8-C870-E011-A41E-005056BD3748",בת חפר
"8BF0E6A8-C870-E011-A41E-005056BD3748",בת חצור
"8DF0E6A8-C870-E011-A41E-005056BD3748",בת ים
"8FF0E6A8-C870-E011-A41E-005056BD3748",בת עין
"91F0E6A8-C870-E011-A41E-005056BD3748",בת שלמה
"93F0E6A8-C870-E011-A41E-005056BD3748",גאולי תימן
"95F0E6A8-C870-E011-A41E-005056BD3748",גאולים
"97F0E6A8-C870-E011-A41E-005056BD3748",גאליה
"99F0E6A8-C870-E011-A41E-005056BD3748",גבולות
"9BF0E6A8-C870-E011-A41E-005056BD3748",גבים
"9DF0E6A8-C870-E011-A41E-005056BD3748",גבע
"9FF0E6A8-C870-E011-A41E-005056BD3748",גבע בנימין
A1F0E6A8-C870-E011-A41E-005056BD3748,גבע כרמל
A3F0E6A8-C870-E011-A41E-005056BD3748,גבעולים
A5F0E6A8-C870-E011-A41E-005056BD3748,גבעון החדשה
A7F0E6A8-C870-E011-A41E-005056BD3748,גבעות בר
A9F0E6A8-C870-E011-A41E-005056BD3748,גבעת אבני
ABF0E6A8-C870-E011-A41E-005056BD3748,גבעת עדה
ADF0E6A8-C870-E011-A41E-005056BD3748,גבעת ברנר
AFF0E6A8-C870-E011-A41E-005056BD3748,גבעת השלושה
B1F0E6A8-C870-E011-A41E-005056BD3748,גבעת זאב
B3F0E6A8-C870-E011-A41E-005056BD3748,"גבעת ח""ן"
B5F0E6A8-C870-E011-A41E-005056BD3748,גבעת חיים (איחוד)
B7F0E6A8-C870-E011-A41E-005056BD3748,גבעת חיים (מאוחד)
B9F0E6A8-C870-E011-A41E-005056BD3748,גבעת יואב
BBF0E6A8-C870-E011-A41E-005056BD3748,גבעת יערים
BDF0E6A8-C870-E011-A41E-005056BD3748,גבעת ישעיהו
BFF0E6A8-C870-E011-A41E-005056BD3748,"גבעת כ""ח"
C1F0E6A8-C870-E011-A41E-005056BD3748,"גבעת ניל""י"
C3F0E6A8-C870-E011-A41E-005056BD3748,גבעת עוז
C5F0E6A8-C870-E011-A41E-005056BD3748,גבעת שמואל
C7F0E6A8-C870-E011-A41E-005056BD3748,גבעת שמש
C9F0E6A8-C870-E011-A41E-005056BD3748,גבעת שפירא
CBF0E6A8-C870-E011-A41E-005056BD3748,גבעתי
CDF0E6A8-C870-E011-A41E-005056BD3748,גבעתיים
CFF0E6A8-C870-E011-A41E-005056BD3748,גברעם
D1F0E6A8-C870-E011-A41E-005056BD3748,גבת
D3F0E6A8-C870-E011-A41E-005056BD3748,גדות
D5F0E6A8-C870-E011-A41E-005056BD3748,גדיד
D7F0E6A8-C870-E011-A41E-005056BD3748,ג'דיידה-מכר
D9F0E6A8-C870-E011-A41E-005056BD3748,גדיש
DBF0E6A8-C870-E011-A41E-005056BD3748,גדעונה
DDF0E6A8-C870-E011-A41E-005056BD3748,גדרה
DFF0E6A8-C870-E011-A41E-005056BD3748,ג'ולס
E1F0E6A8-C870-E011-A41E-005056BD3748,גונן
E3F0E6A8-C870-E011-A41E-005056BD3748,גורן
E5F0E6A8-C870-E011-A41E-005056BD3748,גורנות הגליל
E7F0E6A8-C870-E011-A41E-005056BD3748,גזית
E9F0E6A8-C870-E011-A41E-005056BD3748,גזר
EBF0E6A8-C870-E011-A41E-005056BD3748,גיאה
EDF0E6A8-C870-E011-A41E-005056BD3748,גיבתון
EFF0E6A8-C870-E011-A41E-005056BD3748,גיזו
F1F0E6A8-C870-E011-A41E-005056BD3748,גילון
F3F0E6A8-C870-E011-A41E-005056BD3748,גילת
F5F0E6A8-C870-E011-A41E-005056BD3748,גינוסר
F7F0E6A8-C870-E011-A41E-005056BD3748,גיניגר
F9F0E6A8-C870-E011-A41E-005056BD3748,גינתון
FBF0E6A8-C870-E011-A41E-005056BD3748,גיתה
FDF0E6A8-C870-E011-A41E-005056BD3748,גיתית
FFF0E6A8-C870-E011-A41E-005056BD3748,גילאון
"01F1E6A8-C870-E011-A41E-005056BD3748",ג'לג'וליה
"03F1E6A8-C870-E011-A41E-005056BD3748",גלגל
"05F1E6A8-C870-E011-A41E-005056BD3748",גליל ים
"07F1E6A8-C870-E011-A41E-005056BD3748",גלעד (אבן יצחק)
"09F1E6A8-C870-E011-A41E-005056BD3748",גמזו
"0BF1E6A8-C870-E011-A41E-005056BD3748",גן אור
"0DF1E6A8-C870-E011-A41E-005056BD3748",גן הדרום
"0FF1E6A8-C870-E011-A41E-005056BD3748",גן השומרון
"11F1E6A8-C870-E011-A41E-005056BD3748",גן חיים
"13F1E6A8-C870-E011-A41E-005056BD3748",גן יאשיה
"15F1E6A8-C870-E011-A41E-005056BD3748",גן יבנה
"17F1E6A8-C870-E011-A41E-005056BD3748",גן נר
"19F1E6A8-C870-E011-A41E-005056BD3748",גן שורק
"1BF1E6A8-C870-E011-A41E-005056BD3748",גן שלמה
"1DF1E6A8-C870-E011-A41E-005056BD3748",גן שמואל
"1FF1E6A8-C870-E011-A41E-005056BD3748",ג'נאביב (שבט)
"21F1E6A8-C870-E011-A41E-005056BD3748",גנות
"23F1E6A8-C870-E011-A41E-005056BD3748",גנות הדר
"25F1E6A8-C870-E011-A41E-005056BD3748",גני הדר
"27F1E6A8-C870-E011-A41E-005056BD3748",גני טל
"29F1E6A8-C870-E011-A41E-005056BD3748",גני יהודה
"2BF1E6A8-C870-E011-A41E-005056BD3748",גני יוחנן
"2DF1E6A8-C870-E011-A41E-005056BD3748",גני עם
"2FF1E6A8-C870-E011-A41E-005056BD3748",גני תקווה
"31F1E6A8-C870-E011-A41E-005056BD3748",גנים
"33F1E6A8-C870-E011-A41E-005056BD3748",ג'סר א-זרקא
"35F1E6A8-C870-E011-A41E-005056BD3748",געש
